stop_id,stop_lat,stop_lon,count
43702,-36.4056676864685,145.406418767644,19
43703,-36.3991865890182,145.411167464707,19
43704,-36.4029066288264,145.412307186666,19
43705,-36.4026868650779,145.414084679368,19
43706,-36.3994870569556,145.414105109664,19
43707,-36.3989806652868,145.416702328055,19
43708,-36.3980602589897,145.419352501268,19
43709,-36.395328913909,145.419352069629,19
43710,-36.3938524266456,145.414732497277,19
43711,-36.3904657418274,145.415615178521,19
43712,-36.3876837169994,145.415192236846,19
43713,-36.3847901566091,145.415195229898,19
43714,-36.3798905338609,145.405350822661,18
43715,-36.3823385563225,145.397653201083,18
43716,-36.3823273013595,145.397486209963,18
43717,-37.8125111403941,144.961784471091,11532
43718,-37.8141822755892,144.955774795776,6814
43719,-36.3997018191314,145.399125439472,11
43720,-36.3985046364319,145.398581326002,11
43721,-36.3978707432078,145.397022133164,11
43722,-36.3970177965435,145.396604793686,11
43723,-36.3968229093735,145.394847064882,11
43724,-36.3969710540092,145.392457869583,11
43725,-36.3988418847365,145.393489778583,11
43726,-36.399269577408,145.395800289304,11
43727,-36.407169808783,145.394065461165,11
43728,-36.4120509002266,145.393050473204,11
43729,-36.4157365659629,145.392294205458,11
43730,-36.4173538300038,145.388558023258,12
43731,-36.416566600967,145.387001714529,12
43732,-36.417773428922,145.38425537453,12
43733,-36.4186526516367,145.386612812934,12
43734,-36.4186493055965,145.3903715505,12
43735,-36.4142608507109,145.39852552813,12
43736,-36.4165812809679,145.400150834176,12
43737,-36.4207553860944,145.39749985844,12
43738,-36.4258455384091,145.397283689639,12
43739,-36.4267120616581,145.399385227754,12
43740,-36.4240041557037,145.401805493316,12
43742,-36.4199849508473,145.401218663081,12
43743,-36.418429975999,145.402901234103,23
43744,-36.4164225165909,145.406477855677,11
43745,-36.4141446200554,145.405331059092,11
43746,-36.4115664097215,145.403298285033,11
43747,-36.4100501664497,145.399794103599,11
43748,-36.4125989423533,145.398280840288,11
43749,-36.412779057116,145.392232492255,11
43750,-36.4087653554048,145.393396955475,11
43751,-36.400715122776,145.394031052479,11
43752,-36.3998298907885,145.392555086313,11
43753,-36.3978755430238,145.390677482446,11
43754,-36.3968905482004,145.392504128734,11
43755,-36.3967041076296,145.394726856287,22
43756,-36.3969201634681,145.396718301828,11
43757,-36.3984696356909,145.398660097395,11
43758,-36.4046986813151,145.353603661249,4
43759,-36.4000420430791,145.351259936809,4
43760,-36.4000459771399,145.349587264588,4
43761,-36.3972763902325,145.347471550988,4
43762,-36.393280218085,145.359029134501,4
43763,-36.395051345137,145.358033005326,23
43764,-36.39163586583,145.35678922605,5
43765,-36.3912620692243,145.359105010627,5
43766,-36.390180270166,145.361067712081,5
43767,-36.389011169698,145.35995505618,5
43768,-36.3849880351397,145.357129823679,5
43769,-36.3835316397553,145.356759131637,5
43770,-36.38238252003,145.355791136182,5
43771,-36.3814299602264,145.354696400052,5
43772,-36.3804557816816,145.354650039373,5
43773,-36.3810079466142,145.352854744301,5
43774,-36.3782540642729,145.34860990349,5
43775,-36.3755293052025,145.347129220153,4
43776,-36.3760484565339,145.344911096151,4
43777,-36.3761509439013,145.341252653676,4
43778,-36.3724088122472,145.341164925462,4
43779,-36.3721385540262,145.34442547001,4
43780,-36.3710259997668,145.34545222942,4
43781,-36.3689396386421,145.343857936045,4
43782,-36.3790362387587,145.345204497303,5
43783,-36.3824576817887,145.356012515245,5
43784,-36.3836756727548,145.35674495206,5
43785,-36.392536607958,145.365277360853,14
43787,-36.3873265572603,145.358719484876,5
43792,-36.7765426959169,144.358792603538,19
43793,-36.7730625621565,144.367257842821,19
43795,-36.7723495205577,144.376176860994,19
43796,-36.7727892001557,144.42098276777,19
43797,-36.7865356885674,144.5012957146,19
43798,-36.8260581601356,144.587385508454,19
43799,-36.8750024762592,144.636595820711,19
43801,-36.9222644839269,144.709289217134,19
43803,-36.9227319989632,144.709230323954,19
43804,-36.9152383035447,144.701081472876,19
43805,-36.8750905378753,144.636492144397,19
43806,-36.7866316966503,144.501146934264,19
43807,-36.7729700410339,144.421010313806,19
43808,-36.7724648600773,144.376094511574,19
43809,-36.7731165935555,144.367255993986,19
43810,-36.7762439272685,144.35954224753,19
43811,-36.7751185800578,144.346641812018,13
43820,-38.1805414710976,144.345263558475,241
43821,-38.1957403457274,144.343603981055,14
43823,-38.2019208645245,144.330876192288,117
43827,-38.1958213717333,144.343601035476,13
43831,-38.2100280568752,144.311452157948,148
43832,-38.2075349983319,144.311966437954,148
43840,-36.8261364907156,144.587248519676,19
43841,-38.3679409921113,144.244423328773,96
43842,-36.1699324753474,150.107939975424,25
43843,-36.3318802616187,143.97456625647,23
43849,-38.2042982328887,144.34630734813,13
43851,-38.2086783333379,144.311924358981,147
43852,-38.2109709297246,144.313278857082,117
43853,-38.2105294697659,144.316823763469,117
43854,-38.2073002033708,144.329697578965,117
43855,-38.2042627374439,144.346331475026,14
43856,-38.210664899746,144.316441939154,119
43857,-38.2111716880951,144.312209436851,119
43859,-38.170560703002,144.402967320724,96
43860,-38.1696951951483,144.400909394852,96
43861,-38.1681752848931,144.399411208998,96
43862,-38.1521429472101,144.369366215608,166
43865,-38.1742680378442,144.405186984219,184
43866,-38.1774460013638,144.416089360419,190
43868,-37.642404042145,145.068397533435,438
43869,-37.6426097489276,145.068301537639,396
43870,-37.9001069248942,145.337897062306,31
43871,-37.7756458052347,144.88020086206,1381
43872,-37.4846648168849,144.518667068922,3
43873,-37.7813208200216,144.866595282773,500
43874,-37.8682641100982,144.684905061879,488
43877,-38.1113400066455,145.270593022339,153
43882,-37.5628252662936,144.701288962455,128
43886,-37.5633773994607,144.703264433036,128
43887,-36.3580891371529,145.396244784211,12
43888,-36.3580063849501,145.396123891043,12
43890,-37.8171065465115,145.21130806184,1399
43891,-37.8166646421301,145.206547422721,1399
43892,-37.8164739322817,145.204677602378,1399
43893,-37.815830748578,145.198558723787,1399
43894,-37.8173065434345,145.187844143853,1559
43896,-37.8182394119211,145.1811300236,1399
43897,-37.8182934208697,145.166019306,1399
43898,-37.818104444281,145.161991040751,1399
43899,-37.8178758105028,145.156589181154,1399
43900,-37.8182067335266,145.154127101864,3513
43901,-37.8141146984048,145.156966730301,1399
43903,-37.8028584502002,145.159256948533,1399
43904,-37.6820600923978,144.883786491061,2678
43905,-37.6810956524815,144.884278798309,2728
43906,-38.3682929988698,144.244066642241,98
43907,-37.7225248080891,145.113107511195,1360
43908,-37.7199365533451,145.113558926649,1360
43909,-37.68804715365,145.114401266871,1409
43910,-37.6727532058248,145.126251295182,1507
43911,-37.6646631364552,145.123597856891,1507
43912,-37.6518697440972,145.109173190381,1345
43913,-37.6521726244811,145.096629062303,1345
43915,-38.4145359321725,145.432877416717,12
43916,-38.4376225731191,145.436193608845,22
43917,-38.434399206226,145.435048735814,12
43918,-38.438103552363,145.440502667706,10
43919,-38.4343805820787,145.441086874057,12
43920,-38.4343195010452,145.44123712617,10
43921,-38.4315047461296,145.44167571526,12
43922,-38.4316502594487,145.441775694459,10
43923,-38.4316349292413,145.446049252933,12
43924,-38.4317425804525,145.446012575979,10
43925,-38.4136339968921,145.428109333908,22
43926,-38.4099723767539,145.42587518497,22
43927,-37.7925705532595,145.089886080598,340
